participant, trial, beat, response, rt, beat-time
1, 1, 1, f, 0.51, 0.2
1, 1, 2, f, 0.76, 0.6
1, 1, 3, f, 1.16, 1.0
1, 1, 4, f, 1.56, 1.4000001
1, 1, 5, f, 1.96, 1.8000001
1, 2, 1, f, 0.36, 0.2
1, 2, 2, f, 0.76, 0.6
1, 2, 3, f, 1.16, 1.0
1, 2, 4, f, 1.56, 1.4000001
1, 2, 5, f, 1.96, 1.8000001
1, 3, 1, f, 0.36, 0.2
1, 3, 2, f, 0.76, 0.6
1, 3, 3, f, 1.16, 1.0
1, 3, 4, f, 1.56, 1.4000001
1, 3, 5, f, 1.96, 1.8000001
1, 4, 1, f, 0.36, 0.2
1, 4, 2, f, 0.76, 0.6
1, 4, 3, f, 1.16, 1.0
1, 4, 4, f, 1.56, 1.4000001
1, 4, 5, f, 1.96, 1.8000001
1, 5, 1, f, 0.36, 0.2
1, 5, 2, f, 0.76, 0.6
1, 5, 3, f, 1.16, 1.0
1, 5, 4, f, 1.56, 1.4000001
1, 5, 5, f, 1.96, 1.8000001
1, 6, 1, f, 0.36, 0.2
1, 6, 2, f, 0.76, 0.6
1, 6, 3, f, 1.16, 1.0
1, 6, 4, f, 1.56, 1.4000001
1, 6, 5, f, 1.96, 1.8000001
1, 7, 1, f, 0.36, 0.2
1, 7, 2, f, 0.76, 0.6
1, 7, 3, f, 1.16, 1.0
1, 7, 4, f, 1.56, 1.4000001
1, 7, 5, f, 1.96, 1.8000001
1, 8, 1, f, 0.36, 0.2
1, 8, 2, f, 0.76, 0.6
1, 8, 3, f, 1.16, 1.0
1, 8, 4, f, 1.56, 1.4000001
1, 8, 5, f, 1.96, 1.8000001
1, 9, 1, f, 0.36, 0.2
1, 9, 2, f, 0.76, 0.6
1, 9, 3, f, 1.16, 1.0
1, 9, 4, f, 1.56, 1.4000001
1, 9, 5, f, 1.96, 1.8000001
1, 10, 1, f, 0.36, 0.2
1, 10, 2, f, 0.76, 0.6
1, 10, 3, f, 1.16, 1.0
1, 10, 4, f, 1.56, 1.4000001
1, 10, 5, f, 1.96, 1.8000001
