participant, trial, beat, response, rt, beat-time
3, 1, 1, f, 0.36, 0.2
3, 1, 2, f, 0.76, 0.6
3, 1, 3, f, 1.16, 1.0
3, 1, 4, f, 1.56, 1.4000001
3, 1, 5, f, 1.96, 1.8000001
3, 2, 1, f, 0.36, 0.2
3, 2, 2, f, 0.76, 0.6
3, 2, 3, f, 1.16, 1.0
3, 2, 4, f, 1.56, 1.4000001
3, 2, 5, f, 1.96, 1.8000001
3, 3, 1, f, 0.36, 0.2
3, 3, 2, f, 0.76, 0.6
3, 3, 3, f, 1.16, 1.0
3, 3, 4, f, 1.56, 1.4000001
3, 3, 5, f, 1.96, 1.8000001
3, 4, 1, f, 0.36, 0.2
3, 4, 2, f, 0.76, 0.6
3, 4, 3, f, 1.16, 1.0
3, 4, 4, f, 1.56, 1.4000001
3, 4, 5, f, 1.96, 1.8000001
3, 5, 1, f, 0.36, 0.2
3, 5, 2, f, 0.76, 0.6
3, 5, 3, f, 1.16, 1.0
3, 5, 4, f, 1.56, 1.4000001
3, 5, 5, f, 1.96, 1.8000001
3, 6, 1, f, 0.36, 0.2
3, 6, 2, f, 0.76, 0.6
3, 6, 3, f, 1.16, 1.0
3, 6, 4, f, 1.56, 1.4000001
3, 6, 5, f, 1.96, 1.8000001
3, 7, 1, f, 0.36, 0.2
3, 7, 2, f, 0.76, 0.6
3, 7, 3, f, 1.16, 1.0
3, 7, 4, f, 1.56, 1.4000001
3, 7, 5, f, 1.96, 1.8000001
3, 8, 1, f, 0.36, 0.2
3, 8, 2, f, 0.76, 0.6
3, 8, 3, f, 1.16, 1.0
3, 8, 4, f, 1.56, 1.4000001
3, 8, 5, f, 1.96, 1.8000001
3, 9, 1, f, 0.36, 0.2
3, 9, 2, f, 0.76, 0.6
3, 9, 3, f, 1.16, 1.0
3, 9, 4, f, 1.56, 1.4000001
3, 9, 5, f, 1.96, 1.8000001
3, 10, 1, f, 0.36, 0.2
3, 10, 2, f, 0.76, 0.6
3, 10, 3, f, 1.16, 1.0
3, 10, 4, f, 1.56, 1.4000001
3, 10, 5, f, 1.96, 1.8000001
