participant, trial, beat, response, rt, beat-time
12, 1, 1, f, 961.0, 650.0
12, 1, 2, f, 1907.0, 1949.9999
12, 1, 3, f, 3162.0, 3250.0
12, 1, 4, f, 4595.0, 4549.9995
12, 1, 5, f, 5951.0, 5850.0
12, 2, 1, f, 7250.0, 7150.0
12, 2, 2, f, 8236.0, 8450.0
12, 2, 3, f, 9716.0, 9750.0
12, 2, 4, f, 11090.0, 11049.999
12, 2, 5, f, 12551.0, 12350.0
12, 3, 1, f, 13771.0, 13650.0
12, 3, 2, f, 15071.0, 14950.0
12, 3, 3, f, 16160.0, 16250.0
12, 3, 4, f, 17574.0, 17550.0
12, 3, 5, f, 18757.0, 18850.0
12, 4, 1, f, 20008.0, 20150.0
12, 4, 2, f, 21483.0, 21450.0
12, 4, 3, f, 22950.0, 22750.0
12, 4, 4, f, 24083.0, 24050.0
12, 4, 5, f, 25263.0, 25350.0
12, 5, 1, f, 26560.0, 26650.0
12, 5, 2, f, 28028.0, 27950.0
12, 5, 3, f, 29279.0, 29250.0
12, 5, 4, f, 30491.0, 30550.0
12, 5, 5, f, 31898.0, 31850.0
12, 6, 1, f, 33204.0, 33150.0
12, 6, 2, f, 34410.0, 34450.0
12, 6, 3, f, 35869.0, 35750.0
12, 6, 4, f, 37067.0, 37050.0
12, 6, 5, f, 38423.0, 38350.0
12, 7, 1, f, 39735.0, 39650.0
12, 7, 2, f, 40833.0, 40950.0
12, 7, 3, f, 42138.0, 42250.0
12, 7, 4, f, 43556.0, 43550.0
12, 7, 5, f, 44798.0, 44850.0
12, 8, 1, f, 45994.0, 46150.0
12, 8, 2, f, 47450.0, 47450.0
12, 8, 3, f, 48863.0, 48750.0
12, 8, 4, f, 50169.0, 50050.0
12, 8, 5, f, 51255.0, 51350.0
12, 9, 1, f, 52545.0, 52650.0
12, 9, 2, f, 53943.0, 53950.0
12, 9, 3, f, 55207.0, 55250.0
12, 9, 4, f, 56502.0, 56550.0
12, 9, 5, f, 57735.0, 57850.0
12, 10, 1, f, 59132.0, 59150.0
12, 10, 2, f, 60583.0, 60450.0
12, 10, 3, f, 61560.0, 61750.0
12, 10, 4, f, 63127.0, 63050.0
12, 10, 5, f, 64253.996, 64350.0
