participant, trial, beat, response, rt, beat-time
7, 1, 1, f, 960.0, 650.0
7, 1, 2, f, 2120.0, 1949.9999
7, 1, 3, f, 3440.0, 3250.0
7, 1, 4, f, 4757.0, 4549.9995
7, 1, 5, f, 6025.0, 5850.0
7, 2, 1, f, 7342.0, 7150.0
7, 2, 2, f, 8612.0, 8450.0
7, 2, 3, f, 9763.0, 9750.0
7, 2, 4, f, 11229.0, 11049.999
7, 2, 5, f, 12426.0, 12350.0
7, 3, 1, f, 13850.0, 13650.0
7, 3, 2, f, 15110.0, 14950.0
7, 3, 3, f, 16436.0, 16250.0
7, 3, 4, f, 17741.0, 17550.0
7, 3, 5, f, 19018.0, 18850.0
7, 4, 1, f, 20329.0, 20150.0
7, 4, 2, f, 21639.0, 21450.0
7, 4, 3, f, 22956.0, 22750.0
7, 4, 4, f, 24217.0, 24050.0
7, 4, 5, f, 25514.0, 25350.0
7, 5, 1, f, 26828.0, 26650.0
7, 5, 2, f, 28152.0, 27950.0
7, 5, 3, f, 29424.0, 29250.0
7, 5, 4, f, 30731.0, 30550.0
7, 5, 5, f, 32044.998, 31850.0
7, 6, 1, f, 33352.0, 33150.0
7, 6, 2, f, 34617.0, 34450.0
7, 6, 3, f, 35924.0, 35750.0
7, 6, 4, f, 37250.0, 37050.0
7, 6, 5, f, 38553.0, 38350.0
7, 7, 1, f, 39824.0, 39650.0
7, 7, 2, f, 41128.0, 40950.0
7, 7, 3, f, 42437.0, 42250.0
7, 7, 4, f, 43751.0, 43550.0
7, 7, 5, f, 45010.0, 44850.0
7, 8, 1, f, 46327.0, 46150.0
7, 8, 2, f, 47581.0, 47450.0
7, 8, 3, f, 48938.0, 48750.0
7, 8, 4, f, 50210.0, 50050.0
7, 8, 5, f, 51511.0, 51350.0
7, 9, 1, f, 52849.0, 52650.0
7, 9, 2, f, 54143.0, 53950.0
7, 9, 3, f, 55450.0, 55250.0
7, 9, 4, f, 56736.0, 56550.0
7, 9, 5, f, 58022.0, 57850.0
7, 10, 1, f, 59330.0, 59150.0
7, 10, 2, f, 60626.0, 60450.0
7, 10, 3, f, 61938.0, 61750.0
7, 10, 4, f, 63197.0, 63050.0
7, 10, 5, f, 64510.004, 64350.0
