participant, trial, beat, response, rt, beat-time
3, 1, 23, f, 29241.0, 29249.998
3, 1, 24, f, 30755.0, 30550.0
3, 1, 25, f, 31979.0, 31849.998
3, 1, 26, f, 33323.0, 33150.0
3, 1, 27, f, 34449.0, 34450.0
3, 2, 37, f, 113554.0, 113450.0
3, 2, 38, f, 114935.0, 114750.0
3, 2, 39, f, 116103.0, 116050.0
3, 2, 40, f, 117515.0, 117350.0
3, 2, 41, f, 118776.0, 118650.0
3, 3, 41, f, 184647.0, 184650.0
3, 3, 42, f, 186123.0, 185950.0
3, 3, 43, f, 187229.0, 187250.0
3, 3, 44, f, 188758.0, 188550.0
3, 3, 45, f, 189765.0, 189850.0
3, 4, 19, f, 221995.0, 222050.0
3, 4, 20, f, 223479.0, 223350.0
3, 4, 21, f, 224804.0, 224650.0
3, 4, 22, f, 226116.0, 225950.0
3, 4, 23, f, 227389.0, 227250.0
3, 5, 26, f, 297318.0, 297150.0
3, 5, 27, f, 298333.0, 298450.0
3, 5, 28, f, 299916.0, 299750.0
3, 5, 29, f, 301232.0, 301050.0
3, 5, 30, f, 302235.0, 302350.0
3, 6, 26, f, 363340.0, 363150.0
3, 6, 27, f, 364619.0, 364450.0
3, 6, 28, f, 365732.0, 365750.0
3, 6, 29, f, 367094.0, 367050.0
3, 6, 30, f, 368514.0, 368350.0
3, 7, 37, f, 443583.0, 443450.0
3, 7, 38, f, 444843.0, 444750.0
3, 7, 39, f, 446201.0, 446050.0
3, 7, 40, f, 447530.0, 447350.0
3, 7, 41, f, 448810.0, 448650.0
3, 8, 31, f, 501530.0, 501650.0
3, 8, 32, f, 502987.0, 502950.0
3, 8, 33, f, 504246.0, 504250.0
3, 8, 34, f, 505657.0, 505550.0
3, 8, 35, f, 506852.0, 506850.0
3, 9, 23, f, 557360.0, 557250.0
3, 9, 24, f, 558734.0, 558550.0
3, 9, 25, f, 559948.0, 559850.0
3, 9, 26, f, 561194.0, 561150.0
3, 9, 27, f, 562383.0, 562450.0
3, 10, 20, f, 619253.0, 619350.0
3, 10, 21, f, 620659.0, 620650.0
3, 10, 22, f, 622012.0, 621950.0
3, 10, 23, f, 623428.0, 623250.0
3, 10, 24, f, 624324.0, 624550.0
3, 11, 14, f, 677595.0, 677550.0
3, 11, 15, f, 678739.0, 678850.0
3, 11, 16, f, 680201.0, 680150.0
3, 11, 17, f, 681614.0, 681450.0
3, 11, 18, f, 682611.0, 682750.0
3, 12, 22, f, 752694.0, 753950.0
3, 12, 23, f, 754151.0, 755250.0
3, 12, 24, f, 755142.0, 756550.0
3, 12, 25, f, 756757.0, 757850.0
3, 12, 26, f, 758023.0, 759150.0
3, 13, 31, f, 830321.0, 831650.0
3, 13, 32, f, 831770.0, 832950.0
3, 13, 33, f, 833014.0, 834250.0
3, 13, 34, f, 834431.0, 835550.0
3, 13, 35, f, 835750.0, 836850.0
3, 14, 37, f, 904140.0, 905450.0
3, 14, 38, f, 905556.0, 906750.0
3, 14, 39, f, 906915.0, 908050.0
3, 14, 40, f, 908074.0, 909350.0
3, 14, 41, f, 909212.0, 910650.0
3, 15, 33, f, 965069.0, 966250.0
3, 15, 34, f, 966423.0, 967550.0
3, 15, 35, f, 967631.0, 968850.0
3, 15, 36, f, 969029.0, 970150.0
3, 15, 37, f, 970322.0, 971450.0
3, 16, 33, f, 1031159.06, 1032250.0
3, 16, 34, f, 1032364.0, 1033550.06
3, 16, 35, f, 1033718.0, 1034850.0
3, 16, 36, f, 1035029.06, 1036150.0
3, 16, 37, f, 1036336.06, 1037449.94
3, 17, 44, f, 1111370.0, 1112550.0
3, 17, 45, f, 1112724.0, 1113850.0
3, 17, 46, f, 1114026.0, 1115150.0
3, 17, 47, f, 1115129.0, 1116450.0
3, 17, 48, f, 1116532.0, 1117750.0
3, 18, 44, f, 1177440.0, 1178550.0
3, 18, 45, f, 1178637.0, 1179850.0
3, 18, 46, f, 1179988.0, 1181150.0
3, 18, 47, f, 1181343.0, 1182450.0
3, 18, 48, f, 1182647.0, 1183750.0
