participant, trial, beat, response, rt, beat-time
14, 1, 38, f, 43946.0, 48750.0
14, 1, 39, f, 45060.0, 50050.0
14, 1, 40, f, 46086.0, 51350.0
14, 1, 41, f, 47272.0, 52650.0
14, 1, 42, f, 48689.0, 53950.0
14, 2, 18, f, 78357.0, 88750.0
14, 2, 19, f, 79526.0, 90050.0
14, 2, 20, f, 80504.0, 91350.0
14, 2, 21, f, 81558.0, 92650.0
14, 2, 22, f, 83001.0, 93950.0
14, 3, 2, f, 117876.0, 133950.0
14, 3, 3, f, 119073.0, 135250.0
14, 3, 4, f, 120234.0, 136550.0
14, 3, 5, f, 121602.0, 137850.0
14, 3, 6, f, 122688.0, 139150.0
14, 4, 36, f, 215160.0, 244150.0
14, 4, 37, f, 216407.0, 245450.0
14, 4, 38, f, 217657.0, 246750.0
14, 4, 39, f, 218816.0, 248050.0
14, 4, 40, f, 219850.0, 249350.0
14, 5, 5, f, 236506.0, 269850.0
14, 5, 6, f, 237629.0, 271150.0
14, 5, 7, f, 238641.0, 272450.0
14, 5, 8, f, 239779.0, 273750.0
14, 5, 9, f, 240856.0, 275050.0
14, 6, 7, f, 296432.0, 338450.0
14, 6, 8, f, 297442.0, 339750.0
14, 6, 9, f, 298732.0, 341050.0
14, 6, 10, f, 299976.0, 342350.0
14, 6, 11, f, 301100.0, 343650.0
14, 7, 24, f, 375270.0, 426550.0
14, 7, 25, f, 376263.0, 427850.0
14, 7, 26, f, 377408.0, 429150.0
14, 7, 27, f, 378897.0, 430450.0
14, 7, 28, f, 380058.0, 431750.0
14, 8, 37, f, 448997.0, 509450.0
14, 8, 38, f, 450079.0, 510750.0
14, 8, 39, f, 451085.0, 512050.0
14, 8, 40, f, 452302.0, 513349.97
14, 8, 41, f, 453345.0, 514650.03
14, 9, 10, f, 475965.0, 540350.0
14, 9, 11, f, 477099.0, 541650.0
14, 9, 12, f, 478317.0, 542950.0
14, 9, 13, f, 479378.0, 544250.0
14, 9, 14, f, 480570.0, 545550.0
14, 10, 29, f, 555829.0, 631050.0
14, 10, 30, f, 557049.0, 632350.0
14, 10, 31, f, 558102.0, 633650.0
14, 10, 32, f, 559075.0, 634950.0
14, 10, 33, f, 560118.0, 636250.0
14, 11, 39, f, 625234.0, 710050.0
14, 11, 40, f, 626322.0, 711350.0
14, 11, 41, f, 627464.0, 712650.0
14, 11, 42, f, 628585.0, 713950.0
14, 11, 43, f, 629672.0, 715250.0
14, 12, 14, f, 653620.0, 743550.0
14, 12, 15, f, 654790.0, 744850.0
14, 12, 16, f, 655939.0, 746150.0
14, 12, 17, f, 656973.0, 747450.0
14, 12, 18, f, 658023.0, 748750.0
14, 13, 5, f, 701029.0, 797850.0
14, 13, 6, f, 702233.0, 799150.0
14, 13, 7, f, 703455.0, 800450.0
14, 13, 8, f, 704904.0, 801750.0
14, 13, 9, f, 706041.0, 803050.0
14, 14, 29, f, 787321.0, 895050.0
14, 14, 30, f, 788450.0, 896350.0
14, 14, 31, f, 789622.0, 897650.0
14, 14, 32, f, 790920.0, 898950.0
14, 14, 33, f, 792070.0, 900250.0
14, 15, 21, f, 837320.0, 950650.0
14, 15, 22, f, 838570.0, 951950.0
14, 15, 23, f, 839787.0, 953250.0
14, 15, 24, f, 841019.0, 954550.0
14, 15, 25, f, 842470.0, 955850.0
14, 16, 1, f, 872103.0, 990650.0
14, 16, 2, f, 873379.0, 991950.0
14, 16, 3, f, 874460.0, 993250.0
14, 16, 4, f, 875760.0, 994550.0
14, 16, 5, f, 876909.0, 995850.0
14, 17, 2, f, 932983.0, 1057950.0
14, 17, 3, f, 934203.0, 1059250.0
14, 17, 4, f, 935198.0, 1060550.0
14, 17, 5, f, 936452.0, 1061850.0
14, 17, 6, f, 937671.0, 1063150.0
14, 18, 43, f, 1038891.0, 1177250.0
14, 18, 44, f, 1040069.0, 1178550.0
14, 18, 45, f, 1041255.0, 1179850.0
14, 18, 46, f, 1042350.0, 1181150.0
14, 18, 47, f, 1043538.94, 1182450.0
