participant, trial, beat, response, rt, beat-time
1, 1, 12, f, 15157.0, 14949.999
1, 1, 13, f, 16421.0, 16250.0
1, 1, 14, f, 17492.0, 17550.0
1, 1, 15, f, 18861.0, 18849.998
1, 1, 16, f, 20280.0, 20150.0
1, 2, 43, f, 121395.0, 121250.0
1, 2, 44, f, 122543.0, 122550.0
1, 2, 45, f, 124020.0, 123850.0
1, 2, 46, f, 125301.0, 125149.99
1, 2, 47, f, 126636.0, 126450.0
1, 3, 14, f, 149540.0, 149550.0
1, 3, 15, f, 151027.0, 150850.0
1, 3, 16, f, 152038.0, 152150.0
1, 3, 17, f, 153347.0, 153450.0
1, 3, 18, f, 154546.0, 154750.0
1, 4, 4, f, 202718.0, 202550.0
1, 4, 5, f, 203997.0, 203850.0
1, 4, 6, f, 205230.0, 205150.0
1, 4, 7, f, 206613.0, 206450.0
1, 4, 8, f, 207623.0, 207750.0
1, 5, 6, f, 271328.0, 271150.0
1, 5, 7, f, 272491.0, 272450.0
1, 5, 8, f, 273809.0, 273750.0
1, 5, 9, f, 275053.0, 275050.0
1, 5, 10, f, 276467.0, 276350.0
1, 6, 35, f, 375047.0, 374850.0
1, 6, 36, f, 376109.0, 376150.0
1, 6, 37, f, 377478.0, 377450.0
1, 6, 38, f, 378827.0, 378750.0
1, 6, 39, f, 379988.0, 380050.0
1, 7, 33, f, 438414.0, 438250.0
1, 7, 34, f, 439682.0, 439550.0
1, 7, 35, f, 441065.0, 440850.0
1, 7, 36, f, 442336.0, 442150.0
1, 7, 37, f, 443613.0, 443450.0
1, 8, 12, f, 476954.0, 476950.0
1, 8, 13, f, 478419.0, 478250.0
1, 8, 14, f, 479578.0, 479550.0
1, 8, 15, f, 480846.0, 480850.0
1, 8, 16, f, 482145.0, 482150.0
1, 9, 13, f, 544447.0, 544250.0
1, 9, 14, f, 545713.0, 545550.0
1, 9, 15, f, 547032.0, 546850.0
1, 9, 16, f, 548352.0, 548150.0
1, 9, 17, f, 549616.0, 549450.0
1, 10, 13, f, 610392.0, 610250.0
1, 10, 14, f, 611710.0, 611550.0
1, 10, 15, f, 612764.0, 612850.0
1, 10, 16, f, 614106.0, 614150.0
1, 10, 17, f, 615462.0, 615450.0
1, 11, 14, f, 677659.0, 677550.0
1, 11, 15, f, 679029.0, 678850.0
1, 11, 16, f, 680347.0, 680150.0
1, 11, 17, f, 681611.0, 681450.0
1, 11, 18, f, 682927.0, 682750.0
1, 12, 33, f, 768447.0, 768250.0
1, 12, 34, f, 769598.0, 769550.0
1, 12, 35, f, 771016.0, 770850.0
1, 12, 36, f, 772121.0, 772150.0
1, 12, 37, f, 773426.0, 773450.0
1, 13, 23, f, 821127.0, 821250.0
1, 13, 24, f, 822689.0, 822550.0
1, 13, 25, f, 823895.0, 823850.0
1, 13, 26, f, 825189.0, 825150.0
1, 13, 27, f, 826491.0, 826450.0
1, 14, 22, f, 885823.0, 885950.0
1, 14, 23, f, 887227.0, 887250.0
1, 14, 24, f, 888680.0, 888550.0
1, 14, 25, f, 890040.0, 889850.0
1, 14, 26, f, 891295.0, 891150.0
1, 15, 19, f, 946955.0, 948050.0
1, 15, 20, f, 947999.0, 949350.0
1, 15, 21, f, 949507.0, 950650.0
1, 15, 22, f, 950811.0, 951950.0
1, 15, 23, f, 952121.0, 953250.0
1, 16, 17, f, 1010025.0, 1011450.0
1, 16, 18, f, 1011536.0, 1012750.0
1, 16, 19, f, 1012957.0, 1014050.0
1, 16, 20, f, 1014204.0, 1015350.0
1, 16, 21, f, 1015556.0, 1016650.0
1, 17, 37, f, 1102127.0, 1103450.0
1, 17, 38, f, 1103322.0, 1104750.0
1, 17, 39, f, 1104679.0, 1106050.0
1, 17, 40, f, 1106244.0, 1107350.0
1, 17, 41, f, 1107544.0, 1108650.0
1, 18, 22, f, 1148688.0, 1149950.0
1, 18, 23, f, 1150147.0, 1151250.0
1, 18, 24, f, 1151457.0, 1152550.0
1, 18, 25, f, 1152551.0, 1153850.0
1, 18, 26, f, 1154060.0, 1155150.0
