participant, trial, beat, response, rt, beat-time
13, 1, 8, f, 11232.0, 9749.999
13, 1, 9, f, 12528.0, 11049.999
13, 1, 10, f, 13816.0, 12349.999
13, 1, 11, f, 15055.0, 13650.0
13, 1, 12, f, 16110.001, 14949.999
13, 2, 42, f, 119687.0, 119950.0
13, 2, 43, f, 120875.0, 121250.0
13, 2, 44, f, 122527.0, 122550.0
13, 2, 45, f, 123766.0, 123850.0
13, 2, 46, f, 125286.0, 125149.99
13, 3, 23, f, 161255.0, 161250.0
13, 3, 24, f, 162523.0, 162550.0
13, 3, 25, f, 163968.0, 163850.0
13, 3, 26, f, 165127.0, 165150.0
13, 3, 27, f, 166355.0, 166450.0
13, 4, 31, f, 237798.0, 237650.0
13, 4, 32, f, 239390.0, 238950.0
13, 4, 33, f, 240695.0, 240250.0
13, 4, 34, f, 242109.0, 241550.0
13, 4, 35, f, 243355.0, 242850.0
13, 5, 3, f, 266023.0, 267250.0
13, 5, 4, f, 267460.0, 268550.0
13, 5, 5, f, 268760.0, 269850.0
13, 5, 6, f, 270060.0, 271150.0
13, 5, 7, f, 271463.0, 272450.0
13, 6, 7, f, 338959.0, 338450.0
13, 6, 8, f, 340112.0, 339750.0
13, 6, 9, f, 341498.0, 341050.0
13, 6, 10, f, 342709.0, 342350.0
13, 6, 11, f, 343962.0, 343650.0
13, 7, 14, f, 416013.0, 413550.0
13, 7, 15, f, 417345.0, 414850.0
13, 7, 16, f, 418714.0, 416150.0
13, 7, 17, f, 420561.0, 417450.0
13, 7, 18, f, 421696.0, 418750.0
13, 8, 9, f, 475117.0, 473050.0
13, 8, 10, f, 476393.0, 474350.0
13, 8, 11, f, 477635.0, 475650.0
13, 8, 12, f, 479008.0, 476950.0
13, 8, 13, f, 480218.0, 478250.0
13, 9, 38, f, 581195.0, 576750.0
13, 9, 39, f, 582595.0, 578050.0
13, 9, 40, f, 583805.0, 579350.0
13, 9, 41, f, 584891.0, 580650.0
13, 9, 42, f, 586342.0, 581950.0
13, 10, 40, f, 648804.0, 645350.0
13, 10, 41, f, 650141.0, 646650.0
13, 10, 42, f, 651291.0, 647950.0
13, 10, 43, f, 652506.0, 649250.0
13, 10, 44, f, 653701.0, 650550.0
13, 11, 27, f, 696745.0, 694450.0
13, 11, 28, f, 698278.0, 695750.0
13, 11, 29, f, 699636.0, 697050.0
13, 11, 30, f, 701469.0, 698350.0
13, 11, 31, f, 702662.0, 699650.0
13, 12, 19, f, 752694.0, 750050.0
13, 12, 20, f, 754039.0, 751350.0
13, 12, 21, f, 755460.0, 752650.0
13, 12, 22, f, 757020.0, 753950.0
13, 12, 23, f, 758159.0, 755250.0
13, 13, 14, f, 812001.0, 809550.0
13, 13, 15, f, 813291.0, 810850.0
13, 13, 16, f, 814615.0, 812150.0
13, 13, 17, f, 816530.0, 813450.0
13, 13, 18, f, 817715.0, 814750.0
13, 14, 37, f, 907904.0, 905450.0
13, 14, 38, f, 909388.0, 906750.0
13, 14, 39, f, 910538.0, 908050.0
13, 14, 40, f, 912420.0, 909350.0
13, 14, 41, f, 913499.0, 910650.0
13, 15, 23, f, 956327.0, 953250.0
13, 15, 24, f, 957712.0, 954550.0
13, 15, 25, f, 959006.0, 955850.0
13, 15, 26, f, 960268.0, 957150.0
13, 15, 27, f, 961449.0, 958450.0
13, 16, 39, f, 1041610.0, 1040050.06
13, 16, 40, f, 1042964.94, 1041350.0
13, 16, 41, f, 1044022.94, 1042650.0
13, 16, 42, f, 1045510.0, 1043949.94
13, 16, 43, f, 1047020.0, 1045250.0
13, 17, 21, f, 1084263.0, 1082650.0
13, 17, 22, f, 1085630.0, 1083950.0
13, 17, 23, f, 1087084.0, 1085250.0
13, 17, 24, f, 1088434.0, 1086550.0
13, 17, 25, f, 1089724.0, 1087850.0
13, 18, 37, f, 1171402.0, 1169450.0
13, 18, 38, f, 1172748.0, 1170750.0
13, 18, 39, f, 1174013.0, 1172050.0
13, 18, 40, f, 1176420.0, 1173350.0
13, 18, 41, f, 1177384.0, 1174650.0
