participant, trial, beat, response, rt, beat-time
6, 1, 13, f, 16458.0, 16250.0
6, 1, 14, f, 17753.0, 17550.0
6, 1, 15, f, 19041.0, 18849.998
6, 1, 16, f, 20328.0, 20150.0
6, 1, 17, f, 21628.0, 21449.998
6, 2, 1, f, 66505.0, 66650.0
6, 2, 2, f, 68117.0, 67950.0
6, 2, 3, f, 69456.0, 69250.0
6, 2, 4, f, 70746.0, 70550.0
6, 2, 5, f, 72033.0, 71850.0
6, 3, 36, f, 178322.0, 178150.0
6, 3, 37, f, 179610.0, 179450.0
6, 3, 38, f, 180881.0, 180750.0
6, 3, 39, f, 182210.0, 182050.0
6, 3, 40, f, 183510.0, 183350.0
6, 4, 4, f, 202710.0, 202550.0
6, 4, 5, f, 204010.0, 203850.0
6, 4, 6, f, 205310.0, 205150.0
6, 4, 7, f, 206610.0, 206450.0
6, 4, 8, f, 207910.0, 207750.0
6, 5, 13, f, 280410.0, 280250.0
6, 5, 14, f, 281710.0, 281550.0
6, 5, 15, f, 283010.0, 282850.0
6, 5, 16, f, 284310.0, 284150.0
6, 5, 17, f, 285610.0, 285450.0
6, 6, 39, f, 380210.0, 380050.0
6, 6, 40, f, 381510.0, 381350.0
6, 6, 41, f, 382810.0, 382650.0
6, 6, 42, f, 384110.0, 383950.0
6, 6, 43, f, 385410.0, 385250.0
6, 7, 38, f, 444910.0, 444750.0
6, 7, 39, f, 446210.0, 446050.0
6, 7, 40, f, 447510.0, 447350.0
6, 7, 41, f, 448810.0, 448650.0
6, 7, 42, f, 450110.0, 449950.0
6, 8, 40, f, 513560.0, 513349.97
6, 8, 41, f, 514810.0, 514650.03
6, 8, 42, f, 516110.0, 515950.0
6, 8, 43, f, 517409.97, 517250.0
6, 8, 44, f, 518710.03, 518550.0
6, 9, 41, f, 580810.0, 580650.0
6, 9, 42, f, 582110.0, 581950.0
6, 9, 43, f, 583410.0, 583250.0
6, 9, 44, f, 584710.0, 584550.0
6, 9, 45, f, 586023.0, 585850.0
6, 10, 21, f, 620810.0, 620650.0
6, 10, 22, f, 622151.0, 621950.0
6, 10, 23, f, 623410.0, 623250.0
6, 10, 24, f, 624710.0, 624550.0
6, 10, 25, f, 626010.0, 625850.0
6, 11, 9, f, 671216.0, 671050.0
6, 11, 10, f, 672510.0, 672350.0
6, 11, 11, f, 673846.0, 673650.0
6, 11, 12, f, 675121.0, 674950.0
6, 11, 13, f, 676410.0, 676250.0
6, 12, 17, f, 747656.0, 747450.0
6, 12, 18, f, 748914.0, 748750.0
6, 12, 19, f, 750230.0, 750050.0
6, 12, 20, f, 751539.0, 751350.0
6, 12, 21, f, 752853.0, 752650.0
6, 13, 2, f, 794110.0, 793950.0
6, 13, 3, f, 795410.0, 795250.0
6, 13, 4, f, 796710.0, 796550.0
6, 13, 5, f, 798014.0, 797850.0
6, 13, 6, f, 799355.0, 799150.0
6, 14, 11, f, 871810.0, 871650.0
6, 14, 12, f, 873145.0, 872950.0
6, 14, 13, f, 874410.0, 874250.0
6, 14, 14, f, 875721.0, 875550.0
6, 14, 15, f, 877010.0, 876850.0
6, 15, 41, f, 976831.0, 976650.0
6, 15, 42, f, 978110.0, 977950.0
6, 15, 43, f, 979456.0, 979250.0
6, 15, 44, f, 980710.0, 980550.0
6, 15, 45, f, 982048.0, 981850.0
6, 16, 42, f, 1044157.0, 1043949.94
6, 16, 43, f, 1045443.0, 1045250.0
6, 16, 44, f, 1046750.0, 1046550.06
6, 16, 45, f, 1048010.0, 1047850.0
6, 16, 46, f, 1049310.0, 1049150.0
6, 17, 37, f, 1103653.0, 1103450.0
6, 17, 38, f, 1104953.0, 1104750.0
6, 17, 39, f, 1106210.0, 1106050.0
6, 17, 40, f, 1107510.0, 1107350.0
6, 17, 41, f, 1108845.0, 1108650.0
6, 18, 10, f, 1134554.0, 1134350.0
6, 18, 11, f, 1135859.0, 1135650.0
6, 18, 12, f, 1137110.0, 1136950.0
6, 18, 13, f, 1138418.0, 1138250.0
6, 18, 14, f, 1139710.0, 1139550.0
